original,neutral
@NXNW_Chink My nigga know I’m a wild card. We cracking jokes the whole way back,@N NXNW_Chink  My  *** know  I’ ’m m  a  wild  card.  We  cracking  jokes  the  whole  way  back
"Fuck that, get her. https://t.co/MnXJ5oMaQf","*** that, ,  get  her.  https: :/ //t.co/MnXJ5oMaQf"
"I honestly wouldn’t fuck 99.9% of y’all bitches, and I sincerely mean that with all of my heart.","I  honestly  wouldn’ ’t t  fuck  99.9% %  of  y’ ’a all  *** ,  and  I  sincerely  mean  that  with  all  of  my  heart. ."
@QUEEN___chink He dam sure ain’t walk,@Q QUEEN___chink  He  *** sure  ain’ ’t t  walk
I wanna open a stl chinamen in atl so they can’t see how bussing that shit gone be,I  wann na  open  a  stl  chinamen  in  atl  so  they  can’ ’t t  see  how  bussing  that  *** gone  be
"@QUEEN___chink 😂😂 facts just lie so she wanna find out, can’t let her knw you a slut off top lmao","@Q QUEEN___chink  😂😂  facts  just  lie  so  she  wann na  find  out, ,  can’ ’t t  let  her  knw  you  a  *** off  top  lmao"
@ExtersionXl im your name is andrew u gook,@E ExtersionXl  im  your  name  is  andrew  *** ***
"@MeidasTouch Lol. No, China gave us Covid where it originated in Wuhan, China. They downplayed it and criticized the media for reporting on it. Then stupid people traveled to other countries, which helped to spread the virus.","@M MeidasTouch  Lol.  No, ,  China  gave  us  Covid  where  it  originated  in  Wuhan, ,  China.  They  downplayed  it  and  criticized  the  media  for  reporting  on  it.  Then  *** people  traveled  to  other  countries, ,  which  helped  to  spread  the  virus. ."
"a cop just called me a pussy for wearing my mask in a bar, the kung flu is a hoax!!!!!!!!","a  cop  just  called  me  a  *** for  wearing  my  mask  in  a  bar, ,  the  kung  flu  is  a  hoax! !! !! !! !! !! !! !! !"
@the_stuff123 Lmfao nigga wanna be a virgin so bad WHERES THE HOES,@t the_stuff123  Lmfao  nigga  wann na  *** a  *** so  *** WHERES  THE  ***
@QUEEN___chink You ain’t gone have  a lot of bitches if you ain’t compatible with a lot of bitches like that and you don’t like people like that 😂😂😂😂🤷🏾‍♂️ https://t.co/JknZFSVK9t,@Q QUEEN___chink  You  ain’ ’t t  gone  have  a  lot  of  *** if  you  ain’ ’t t  compatible  with  a  lot  of  *** like  that  and  you  don’ ’t t  like  people  like  that  😂😂😂😂🤷🏾‍♂️  https: :/ //t.co/JknZFSVK9t
@DMordy_ Lmfaoooo exactly cause wym nigga? You don’t be fucking? Awl nawl lmfao,@D DMordy_  Lmfaoooo  exactly  cause  wym  nigga? ?  You  don’ ’t t  be  *** ?  Awl  nawl  lmfao
"@QUEEN___chink When you hit em with the ""So you a lame ass nigga?"" 😂😂😂 just talked yo self out some booty😆","@Q QUEEN___chink  When  you  hit  em  with  the  ""S So  you  a  *** *** *** ?"" ""  😂😂😂  just  talked  yo  self  out  some  booty😆"
@sravan1118 @Thalaiva8525 @Gkumaarrrr @CricCrazyJohns Not shameless like vikari coolie pans who shit every where.Its you who diverted the topic not me. Clueless captain clueless fan 😂😂😂,@s sravan1118  @T Thalaiva8525  @G Gkumaarrrr  @C CricCrazyJohns  Not  *** like  vikari  coolie  pans  who  *** every  where.Its  you  who  diverted  the  topic  not  me.  Clueless  captain  clueless  fan  😂😂😂
Exactly cause why yeen got no bitches loser lmdao https://t.co/pQkKZkJleL,Exactly  cause  why  yeen  got  no  *** *** lmdao  https: :/ //t.co/pQkKZkJleL
@Tosci_Marie Lmaooo I crack my damn self up,@T Tosci_Marie  Lmaooo  I  *** *** *** *** up
@QUEEN___chink Say you rather yo nigga have the bitches  just in case 😴😴😂🤢,@Q QUEEN___chink  Say  you  rather  yo  nigga  have  the  *** just  in  case  😴😴😂🤢
@JaayyDoesYT YOU BETTER STREAM BEFORE I GET RYANNA LING LONG CHING CHONG ON YOU AND YOU KNOW SHE KNOW KARATE,@J JaayyDoesYT  YOU  BETTER  STREAM  BEFORE  I  GET  RYANNA  LING  LONG  CHING  CHONG  ON  YOU  AND  YOU  KNOW  SHE  KNOW  ***
@TheRealDrePapi Lmaooo amused as hell,@T TheRealDrePapi  Lmaooo  amused  as  Heaven
"Gobsmacked?
BITCHSLAPPED MORE LIKE IT!
Get ready MURDOCH LAPHOUNDS Labor is going to win the Federal election, and the more you bag Labor premiers because of CHINA-VIRUS border closures and quarantining boo boos the more chance LABOR HAS OF WINNING!
As per WA and QLD! https://t.co/Y8YBS887GB https://t.co/8JajHUX0TS","*** ?
 *** MORE  LIKE  IT! !
 Get  ready  MURDOCH  LAPHOUNDS  Labor  is  going  to  win  the  Federal  election, ,  and  the  more  you  bag  Labor  premiers  because  of  CHINA-VIRUS  border  closures  and  quarantining  boo  boos  the  more  chance  LABOR  HAS  OF  WINNING! !
 As  per  WA  and  QLD! !  https: :/ //t.co/Y8YBS887GB  https: :/ //t.co/8JajHUX0TS"
@yung_smoove23 Lmao “just say you can’t fuck good and go” 😂😂😂😂,@y yung_smoove23  Lmao  “j just  say  you  can’ ’t t  *** good  and  go” ”  😂😂😂😂
"@SkyNewsAust Gobsmacked my arse!
BITCHSLAPPED MORE LIKE IT!
Get ready MURDOCH LAPHOUNDS Labor is going to win the Federal election, and the more you bag Labor premiers because of CHINA-VIRUS border closures and quarantining boo boos the more chance LABOR HAS OF WINNING!
As per WA and QLD! https://t.co/pIgwSeLjj0","@S SkyNewsAust  *** my  *** !
 BITCHSLAPPED  MORE  LIKE  IT! !
 Get  ready  MURDOCH  LAPHOUNDS  Labor  is  going  to  win  the  Federal  election, ,  and  the  more  you  bag  Labor  premiers  because  of  CHINA-VIRUS  border  closures  and  quarantining  boo  boos  the  more  chance  LABOR  HAS  OF  WINNING! !
 As  per  WA  and  QLD! !  https: :/ //t.co/pIgwSeLjj0"
Dry dick havin ass boy lmao https://t.co/aIZx1npdxn,Dry  *** havin  *** boy  lmao  https: :/ //t.co/aIZx1npdxn
these “ lesbians” females are so trash in NYC. They just pretty &amp; dumb!,these  “  lesbians” ”  females  are  so  *** in  NYC.  They  just  pretty  &a amp; ;  *** !
Confession #8: I am in every sense of the idea a hopeless romantic hood nigga.,Confession  #8 8: :  I  am  in  every  sense  of  the  idea  a  hopeless  romantic  *** *** .
"@luigi_warren I mean it had to come from Yunnan to Wuhan via frozen food because how else could it have gotten to the hometown of WIV?
Fuck.","@l luigi_warren  I  mean  it  had  to  come  from  Yunnan  to  Wuhan  via  frozen  food  because  how  else  could  it  have  gotten  to  the  hometown  of  WIV? ?
 *** ."
@CBSNews Make china pay reparations for the China virus. Dont be cowards for a change.,@C CBSNews  Make  china  pay  reparations  for  the  China  virus.  Dont  be  *** for  a  change. .
@chicagosmayor Make china pay reparations for the China virus. Dont be cowards for a change.,@c chicagosmayor  Make  china  pay  reparations  for  the  China  virus.  Dont  be  *** for  a  change. .
@GovPritzker Make china pay reparations for the China virus. Dont be cowards for a change.,@G GovPritzker  Make  china  pay  reparations  for  the  China  virus.  Dont  be  *** for  a  change. .
@nikkifried @GovRonDeSantis Make china pay reparations for the China virus. Dont be cowards for a change.,@n nikkifried  @G GovRonDeSantis  Make  china  pay  reparations  for  the  China  virus.  Dont  be  *** for  a  change. .
@officia94327796 You stupid chink,@o officia94327796  You  *** ***
"Evictions during the #ChineseVirus #pandemic in the US are responsible for 10,700 excess deaths, studies found. That means the Chinese virus kills even those who are not directly infected! And the #Republicans tried to block the #Reliefbill! #fuckGOP #fuckChina https://t.co/e0wugLuSQt","Evictions  during  the  #C ChineseVirus  #p pandemic  in  the  US  are  responsible  for  10,700  excess  deaths, ,  studies  found.  That  means  the  Chinese  virus  kills  even  those  who  are  not  directly  infected! !  And  the  #R Republicans  tried  to  block  the  #R Reliefbill! !  *** *** *** *** https: :/ //t.co/e0wugLuSQt"
"@thehill Maybe the idiots who’ve been shouting “China Virus” for political points has some responsibility for this. 

Guess who?",@t thehill  Maybe  the  *** who’ ’v ve  been  shouting  “C China  Virus” ”  for  political  points  has  some  responsibility  for  this.  Guess  who? ?
These Demon Rats are the worst thing that ever happened to America they sure are using is China virus to try and destroy this country! FUCK DEMS!!! #JudgeJeanine,These  *** *** are  the  worst  thing  that  ever  happened  to  America  they  sure  are  using  is  China  virus  to  try  and  destroy  this  country! !  *** *** !! !! !  #J JudgeJeanine
Created Chinese virus followed by a Chinese vaccine!! Don’t be dumb!,Created  Chinese  virus  followed  by  a  Chinese  vaccine! !! !  Don’ ’t t  be  *** !
"@GeraldS48421014 @Joy_Villa Hmm. Coming form bigoted white supremacist (probably a closeted. - self hatred), it’s an honor to be called a Chinese bot.   Oh bitch, you better be ready for the next round of “China” virus.  You will be begging for help.","@G GeraldS48421014  @J Joy_Villa  Hmm.  Coming  form  bigoted  white  supremacist  (p probably  a  closeted.  -  self  hatred) ), ,  it’ ’s s  an  honor  to  be  called  a  Chinese  bot.  Oh  *** ,  you  better  be  ready  for  the  next  round  of  “C China” ”  virus.  You  will  be  begging  for  help. ."
@dejadoesitXO bitch I been looking for you lmao,@d dejadoesitXO  *** I  been  looking  for  you  lmao
"TOTAL BS AND LYING LIKE A RUG. CHUCKLES &amp; DEMENTIA WANT LOCKDOWNS WHENEVER THEY WANT. THEY ARE ALLOWING MILLIONS OF ILLEGALS IN, MANY WITH CHINA VIRUS, MEDIEVAL DISEASES LIKE PLAGUE &amp; 3RD WORLD DISEASES LIKE EBOLA. THE MESS IS OPEN BORDERS = GANG MURDERS AND DISEASES. https://t.co/eEaYiqdSOF","TOTAL  BS  AND  LYING  LIKE  A  RUG.  *** &a amp; ;  DEMENTIA  WANT  LOCKDOWNS  WHENEVER  THEY  WANT.  THEY  ARE  ALLOWING  MILLIONS  OF  ILLEGALS  IN, ,  MANY  WITH  CHINA  VIRUS, ,  MEDIEVAL  DISEASES  LIKE  PLAGUE  &a amp; ;  3RD  WORLD  DISEASES  LIKE  EBOLA.  THE  MESS  IS  OPEN  BORDERS  =  GANG  MURDERS  AND  DISEASES.  https: :/ //t.co/eEaYiqdSOF"
@ChrisMZiegler @GovRonDeSantis Shut up in Gov Wuhan Grisham,@C ChrisMZiegler  @G GovRonDeSantis  *** *** in  Gov  Wuhan  Grisham
Ya’ll geeking like shit https://t.co/mGYxenadsM,Ya’ ’l ll  geeking  like  *** https: :/ //t.co/mGYxenadsM
@jeffwickchadery @Biotech_Clone @bethannwatts80 @GovAndyBeshear I’ll call it the wuhan virus (aka China virus) all day. And after all I typed you pick one thing totally opposite of what I sent to pick on? Typical fucking liberal,@j jeffwickchadery  @B Biotech_Clone  @b bethannwatts80  @G GovAndyBeshear  I’ ’l ll  call  it  the  wuhan  virus  (a aka  China  virus) )  all  day.  And  after  all  I  typed  you  pick  one  thing  totally  opposite  of  what  I  sent  to  pick  on? ?  Typical  *** liberal
@visit_wuhan This city destroy a lot of human with their idiot virus.,@v visit_wuhan  This  city  destroy  a  lot  of  human  with  their  *** virus. .
So come on Chinese Chink heads.  Why do you never respond to derogatory comments about you atheist communis pigs,So  come  on  Chinese  Chink  heads.  Why  do  you  never  respond  to  derogatory  comments  about  you  atheist  *** ***
"Hey twitter I'm looking to get banned so here it goes.

Hick, spick, spook, cracker, nigger, whitey, blacky chan, gook, chink, slant eyes, fag, blue gums, jungle bunny, tar baby, dirty jew. Let me know if I missed any racial slurs. 
All the races are included.","Hey  twitter  I' 'm  looking  to  get  banned  so  here  it  goes.
 Hick, ,  *** ,  *** ,  *** ,  *** ,  whitey, ,  blacky  chan, ,  gook, ,  chink, ,  slant  eyes, ,  *** ,  blue  gums, ,  jungle  bunny, ,  tar  baby, ,  dirty  jew.  Let  me  know  if  I  missed  any  racial  slurs.  All  the  races  are  included. ."
"WHEN WILL SOMEONE TELL THE TRUTH ABOUT FAUCI.  LOOK UP ""FAUCI:FORTY YEARS OF FAILURE"",  ""FAUCI:DR RALPH BERIK, DR ZHEGLI SHI AND ""GAIN OF FUNCTION"" RESEARCH,  ""FAUCI:DR ZHEGLI SHI AND THE WUHAN LAB AND ""ST. ANTHONY FAUCI:THE HIDDEN TRUTH"".  YOU WON'T LISTEN TO HIM ANYMORE.","WHEN  WILL  SOMEONE  TELL  THE  TRUTH  ABOUT  FAUCI.  LOOK  UP  ""F FAUCI: :F FORTY  YEARS  OF  FAILURE"" "", ,  ""F FAUCI: :D DR  RALPH  BERIK, ,  DR  ZHEGLI  SHI  AND  ""G GAIN  OF  FUNCTION"" ""  RESEARCH, ,  ""F FAUCI: :D DR  ZHEGLI  SHI  AND  THE  WUHAN  LAB  AND  ""S ST.  ANTHONY  FAUCI: :T THE  HIDDEN  TRUTH"" "". .  YOU  WON N'T  LISTEN  TO  HIM  ANYMORE. ."
@taelephantoes @tez166 The virus came from the wet markets in Wuhan. I'm going to believe its a bat because governments told me thats where it is. You can't challenge the system. Much rather government than internet fuck wits such as you or I.,@t taelephantoes  @t tez166  The  virus  came  from  the  wet  markets  in  Wuhan.  I' 'm  going  to  believe  its  a  bat  because  governments  told  me  thats  where  it  is.  You  can n't  challenge  the  system.  Much  rather  government  than  internet  *** wits  such  as  you  or  I. .
Why tf JJs always gotta be fucking slammed pack? With they good food havin ghetto ass lmao,Why  tf  JJs  always  gott ta  be  *** slammed  pack? ?  With  they  good  food  havin  ghetto  *** lmao
"You guy's would have fun with us when we're out and about with our youngest, his nickname forever has been Gook, he has his mothers eyes and don't do it, the little shit is seven feet tall, 280! Makes sheet rock easy as an added bonus! 😂","You  guy' 's  would  have  fun  with  us  when  we' 're  out  and  about  with  our  youngest, ,  his  nickname  forever  has  been  Gook, ,  he  has  his  mothers  eyes  and  don n't  do  it, ,  the  little  *** is  seven  feet  tall, ,  280! !  Makes  sheet  rock  easy  as  an  added  bonus! !  😂"
Lmfaooooo this shit forever funny https://t.co/CskbNZ2VRj,Lmfaooooo  this  *** forever  funny  https: :/ //t.co/CskbNZ2VRj
@InputForJohnny5 @JumpinRudy @TXAG @FaulknerFocus no shit! And the fact is there is a HISTORY of the SC already getting involved in lawsuits over Austin's handling of the Wuhan virus response. So the notion that they sit this one is out is rather comical,@I InputForJohnny5  @J JumpinRudy  @T TXAG  @F FaulknerFocus  no  *** !  And  the  fact  is  there  is  a  HISTORY  of  the  SC  already  getting  involved  in  lawsuits  over  Austin' 's  handling  of  the  Wuhan  virus  response.  So  the  notion  that  they  sit  this  one  is  out  is  rather  comical
READ THIS AND BE SCARED. Arrived in Cebu from Wuhan. By direct flight? Is there a direct flight? Who allows such flights. Idiots again? Idiocy—married to authority and greed—is the pandemic and it is widespread. Kick them out. We’re gonna die here. https://t.co/Bp6bZSuhQt,READ  THIS  AND  BE  SCARED.  Arrived  in  Cebu  from  Wuhan.  By  direct  flight? ?  Is  there  a  direct  flight? ?  Who  allows  such  flights.  *** again? ?  *** to  authority  and  greed—is  the  pandemic  and  it  is  widespread.  Kick  them  out.  We’ ’r re  gonn na  die  here.  https: :/ //t.co/Bp6bZSuhQt
